temperature_C,pressure_atm,catalyst_type,catalyst_conc_mol_L,scale_mL,time_min,conversion_pct,yield_pct,rate_constant,activation_energy_J_mol,heat_dissipation_W_m2
221.3,6.72,H2SO4,0.0637,1000000,61.7,94.7,91.45,891.847527,75174.0,1047.2
107.4,10.52,Ti(OBu)4,0.0924,500000,89.7,98.25,90.99,5.231838,76020.0,811.3
153.0,1.79,Amberlyst-15,0.0359,500,158.5,99.5,95.78,20.051377,79781.0,731.9
102.0,1.49,Amberlyst-15,0.0267,1000000,19.0,22.96,21.18,0.900232,75225.0,762.5
247.7,6.49,Ti(OBu)4,0.0687,5000,161.2,99.31,89.9,2089.023598,78022.0,981.3
239.4,10.76,Ti(OBu)4,0.0741,500,47.3,99.5,97.34,2149.066026,75716.0,930.5
67.5,3.71,Ti(OBu)4,0.0719,50000,125.4,37.07,33.75,0.222894,74801.0,607.1
194.1,9.98,H2SO4,0.0387,500000,109.0,95.02,86.69,180.045384,75297.0,946.5
235.8,4.64,H2SO4,0.0327,1000000,104.0,95.3,93.29,721.400168,72557.0,1080.7
94.3,13.41,Amberlyst-15,0.096,2000,156.1,99.5,88.89,2.504859,75612.0,595.9
167.9,13.54,Amberlyst-15,0.0931,5000,27.3,99.5,95.13,119.193335,71016.0,806.4
233.9,5.16,p-TSA,0.0512,1000000,69.0,94.69,92.19,1211.517629,73275.0,1032.0
66.4,4.22,H2SO4,0.0862,2000,101.5,37.67,35.08,0.278201,75220.0,527.1
192.5,6.76,Amberlyst-15,0.0507,1000000,147.9,94.76,83.41,189.228527,77388.0,970.0
116.5,4.37,Ti(OBu)4,0.0482,500,46.8,96.79,88.81,4.474097,77861.0,625.6
235.6,10.41,Ti(OBu)4,0.0241,2000,146.5,98.39,87.68,532.106648,74527.0,985.2
244.5,12.56,H2SO4,0.0484,2000,77.9,98.82,91.08,1586.615933,75311.0,1037.9
239.4,10.42,Ti(OBu)4,0.0584,1000000,42.1,97.06,93.08,1511.571899,76969.0,1118.9
150.1,12.54,p-TSA,0.012,50000,139.0,97.14,89.74,9.045366,72341.0,773.2
223.8,6.56,Amberlyst-15,0.05,50000,25.5,97.2,89.74,626.504267,75809.0,984.1
220.5,3.19,Amberlyst-15,0.0803,500000,97.5,93.33,87.33,823.633806,73344.0,1054.0
120.6,11.33,Amberlyst-15,0.0712,500,20.9,94.04,88.23,8.151324,74656.0,651.0
217.5,6.05,H2SO4,0.0672,50000,70.6,96.64,93.32,792.005604,74082.0,1008.3
67.0,10.4,Ti(OBu)4,0.0919,1000000,112.2,41.63,37.92,0.29163,75871.0,664.7
173.3,4.79,p-TSA,0.0116,50000,104.5,97.03,93.36,24.279798,76101.0,857.3
103.7,2.14,H2SO4,0.0601,500000,78.8,91.36,85.57,2.811517,76782.0,796.8
82.9,14.9,Amberlyst-15,0.0809,5000,82.9,69.67,63.4,0.83764,75696.0,594.0
74.6,3.19,p-TSA,0.0587,500000,48.6,26.03,23.67,0.415041,75343.0,641.0
192.3,14.84,Amberlyst-15,0.0392,2000,87.5,97.66,89.47,165.580049,78708.0,890.0
124.6,14.68,Amberlyst-15,0.0223,2000,172.1,98.49,92.81,3.350968,71951.0,631.6
197.7,12.11,H2SO4,0.0899,50000,154.6,97.12,87.7,498.593193,78391.0,824.4
72.4,10.23,Amberlyst-15,0.0524,50000,34.7,14.67,14.26,0.248461,74420.0,639.1
119.9,9.09,p-TSA,0.089,500000,15.1,92.27,86.5,13.990629,76142.0,812.0
162.5,13.13,Amberlyst-15,0.0627,500000,168.7,94.51,91.86,67.108826,74349.0,903.6
210.2,5.05,Ti(OBu)4,0.0707,1000000,99.5,95.65,84.61,578.475409,73595.0,986.5
120.6,7.55,Amberlyst-15,0.0824,500,101.4,99.5,90.97,9.483516,75969.0,634.6
178.9,9.67,H2SO4,0.0693,1000000,142.7,96.42,85.07,181.461474,77084.0,939.0
228.3,6.76,p-TSA,0.0458,2000,63.5,99.5,90.27,849.227002,75946.0,919.8
177.0,6.98,H2SO4,0.0562,1000000,91.9,96.14,92.89,127.632168,73916.0,984.9
104.3,5.62,Ti(OBu)4,0.0823,500000,174.7,97.66,86.3,3.894081,82223.0,714.2
64.6,8.9,Amberlyst-15,0.0436,1000000,124.3,21.0,19.4,0.109962,77397.0,671.1
225.3,12.91,H2SO4,0.0449,5000,36.1,99.35,88.6,674.072522,76867.0,984.1
64.0,3.82,H2SO4,0.0186,500,32.6,4.19,3.86,0.049134,74294.0,506.5
226.2,14.08,H2SO4,0.0923,500000,44.7,93.88,90.49,1670.756457,73750.0,1087.7
160.5,10.65,H2SO4,0.0182,50000,140.3,94.75,89.28,18.523475,74440.0,853.1
238.4,12.53,Ti(OBu)4,0.0683,1000000,60.2,95.28,90.87,1633.694896,77163.0,1108.9
211.8,8.79,Ti(OBu)4,0.0472,500000,13.6,95.6,87.47,460.646602,73019.0,1025.4
249.6,11.91,Amberlyst-15,0.0465,50000,170.5,96.18,93.73,1510.651004,72864.0,1077.4
126.6,1.23,Amberlyst-15,0.0712,50000,38.9,98.07,93.26,9.384323,76079.0,740.0
205.8,12.46,p-TSA,0.016,2000,11.6,96.3,88.81,151.797075,75638.0,840.4
136.4,1.56,Ti(OBu)4,0.0634,2000,50.3,98.29,90.69,16.309759,73459.0,734.6
151.2,13.46,H2SO4,0.0795,500000,50.0,94.77,92.11,59.308587,72818.0,897.7
179.2,14.89,H2SO4,0.0845,500000,81.7,93.05,87.24,237.390843,77876.0,940.6
226.0,5.12,p-TSA,0.0253,5000,166.5,99.5,94.59,427.796178,75714.0,933.5
247.0,3.94,H2SO4,0.0908,500,159.5,97.96,90.29,2801.380357,72273.0,905.7
206.0,11.72,p-TSA,0.0691,500,87.7,99.12,89.44,666.648592,72413.0,852.5
139.4,4.54,Amberlyst-15,0.0894,500000,79.9,96.86,92.25,26.442968,74277.0,792.9
140.1,13.12,Ti(OBu)4,0.0537,2000,104.4,99.5,93.61,21.164903,76466.0,670.5
200.1,2.44,p-TSA,0.0588,1000000,51.4,93.39,86.86,410.331013,76190.0,999.7
105.4,2.76,H2SO4,0.0927,5000,18.9,74.59,70.29,4.527728,77263.0,625.5
81.0,14.71,p-TSA,0.091,500,169.7,96.8,87.2,1.222174,72019.0,547.8
127.4,10.43,Amberlyst-15,0.0503,500000,41.7,98.75,94.74,8.482872,75448.0,798.6
114.6,12.86,H2SO4,0.0347,2000,43.7,91.56,89.26,3.467447,77852.0,633.3
116.3,5.54,Amberlyst-15,0.0454,2000,90.3,98.53,95.48,3.654276,77666.0,604.7
104.4,10.47,Amberlyst-15,0.0449,2000,93.6,92.98,84.81,2.012105,75718.0,600.4
68.0,9.32,p-TSA,0.0358,1000000,13.1,2.16,1.99,0.15945,79696.0,645.5
63.4,9.44,Amberlyst-15,0.0342,50000,35.2,3.14,3.02,0.079802,76219.0,556.7
247.7,10.56,H2SO4,0.0875,1000000,74.3,97.11,91.23,3208.86496,77085.0,1109.3
141.3,9.06,Amberlyst-15,0.0163,2000,126.2,99.12,92.66,5.751439,75089.0,683.8
133.0,7.01,Amberlyst-15,0.071,500000,48.8,96.35,93.71,17.84658,73438.0,812.6
189.1,4.86,p-TSA,0.0256,5000,81.9,99.5,92.89,104.466118,73250.0,865.0
101.5,11.76,Amberlyst-15,0.041,1000000,104.7,84.58,78.79,1.449177,75363.0,728.9
240.5,4.17,Ti(OBu)4,0.0155,500000,161.1,97.42,86.14,390.271168,74577.0,1098.9
209.4,10.69,p-TSA,0.0343,2000,65.4,99.18,87.97,353.408924,71463.0,847.7
77.0,4.27,p-TSA,0.0792,5000,32.7,29.63,26.1,0.629874,72948.0,544.1
139.3,9.75,H2SO4,0.0897,500,93.2,98.76,95.93,32.205489,74363.0,679.9
227.0,11.46,H2SO4,0.0299,500,136.9,98.87,91.04,554.313481,76455.0,923.1
239.5,4.06,H2SO4,0.0517,500000,28.7,96.23,89.19,1306.89928,74968.0,1109.7
148.8,1.84,H2SO4,0.0523,5000,82.2,99.5,95.97,27.722264,74856.0,805.3
176.5,2.83,Ti(OBu)4,0.0886,500000,13.0,97.0,91.27,178.864587,73026.0,915.0
91.7,9.48,p-TSA,0.0787,5000,15.7,41.62,39.16,1.789024,75046.0,610.5
248.3,12.89,Amberlyst-15,0.0562,5000,92.1,98.21,89.34,1778.814098,77638.0,974.8
104.0,1.63,H2SO4,0.0704,500000,60.7,89.91,86.62,2.953466,75311.0,707.4
239.1,11.28,H2SO4,0.0863,5000,153.7,97.33,87.26,2239.268049,71985.0,989.6
183.4,5.78,H2SO4,0.0109,1000000,112.4,94.32,83.5,29.037811,72497.0,935.3
175.5,7.7,Amberlyst-15,0.0463,2000,87.2,96.02,86.34,82.645685,76178.0,840.7
157.4,14.0,H2SO4,0.0917,5000,79.3,97.41,88.33,96.613739,74551.0,734.6
103.8,5.65,Amberlyst-15,0.0766,1000000,94.5,93.28,84.72,3.124351,74851.0,774.2
93.5,7.51,p-TSA,0.0589,5000,16.9,35.63,33.75,1.56744,73775.0,588.6
101.9,1.19,p-TSA,0.0577,1000000,161.8,95.11,85.77,2.51984,76007.0,730.1
95.4,2.14,p-TSA,0.0413,500000,179.7,93.11,88.23,1.199488,74398.0,739.7
208.1,4.62,Ti(OBu)4,0.0568,500,40.9,99.5,88.47,453.001358,74627.0,835.0
126.5,1.39,Amberlyst-15,0.069,50000,30.5,95.35,85.31,9.333922,73298.0,735.8
71.0,9.84,H2SO4,0.0477,5000,34.4,9.5,8.84,0.214309,76843.0,538.1
244.1,6.97,H2SO4,0.0743,50000,122.4,96.14,93.46,2266.166224,74558.0,1098.8
227.9,8.67,H2SO4,0.0875,5000,122.4,97.04,93.74,1479.751469,76216.0,936.2
236.3,3.45,H2SO4,0.0239,500000,154.1,96.2,93.97,502.553745,72613.0,1077.2
249.0,5.14,Ti(OBu)4,0.0506,500000,137.8,96.86,91.54,1642.538709,78468.0,1101.5
93.0,10.29,H2SO4,0.0467,1000000,86.4,77.73,73.66,1.108532,77555.0,739.2
135.3,14.51,Ti(OBu)4,0.0719,5000,114.2,99.5,93.78,22.697512,71180.0,704.7
204.1,1.71,Amberlyst-15,0.0325,500000,127.0,95.3,89.8,182.445987,73396.0,989.1
192.2,13.47,p-TSA,0.0676,500000,97.2,94.72,84.74,369.983134,75955.0,977.4
89.2,9.08,H2SO4,0.089,5000,90.9,88.97,83.13,1.657236,72361.0,582.2
215.0,8.89,p-TSA,0.0476,1000000,119.7,92.79,85.23,608.79756,74737.0,1070.2
102.6,8.0,Amberlyst-15,0.092,1000000,104.8,96.29,89.0,3.566703,75853.0,792.2
102.5,1.97,Amberlyst-15,0.0994,1000000,119.5,94.65,88.24,3.242612,74631.0,774.5
162.0,2.26,H2SO4,0.0195,1000000,114.2,93.18,83.19,20.225695,76078.0,907.2
172.7,9.41,Amberlyst-15,0.031,500,132.3,98.76,90.46,50.025235,73613.0,676.9
170.2,5.77,p-TSA,0.0955,5000,119.3,97.2,86.15,177.18568,70512.0,823.2
77.4,13.84,H2SO4,0.0962,500,98.4,73.92,72.29,0.786395,76964.0,516.7
226.7,6.69,Ti(OBu)4,0.0188,500000,125.9,97.1,86.6,281.27597,76952.0,1044.4
110.5,3.01,H2SO4,0.0113,500,86.4,64.9,58.79,0.765879,80007.0,554.2
84.6,11.01,p-TSA,0.0245,1000000,51.1,23.18,22.47,0.364127,70586.0,726.3
228.9,5.11,H2SO4,0.0996,500000,10.2,95.22,88.39,1696.744158,76502.0,1013.6
241.6,8.36,H2SO4,0.0262,500,105.2,99.5,88.91,786.291606,71063.0,942.4
223.8,10.77,p-TSA,0.0552,500,110.4,99.5,91.38,991.643431,78513.0,921.6
213.8,13.6,H2SO4,0.0864,5000,175.2,97.56,86.98,1030.655072,75976.0,905.4
184.5,12.09,H2SO4,0.0118,500,71.5,99.5,89.55,39.228822,73096.0,832.7
164.7,10.47,p-TSA,0.0644,500000,77.0,95.6,84.62,95.563768,76560.0,874.2
76.5,10.51,Amberlyst-15,0.0349,1000000,44.3,14.5,13.39,0.206815,73894.0,709.3
137.6,14.24,p-TSA,0.0876,5000,22.0,99.12,95.22,39.980105,75601.0,689.8
130.8,5.14,H2SO4,0.0355,500,141.4,99.36,93.25,7.398541,75412.0,692.9
109.4,1.02,Ti(OBu)4,0.0718,5000,52.4,94.74,89.12,4.132268,78488.0,684.6
197.4,4.81,Ti(OBu)4,0.0707,50000,113.5,99.07,89.17,330.842265,78630.0,942.6
154.2,4.05,p-TSA,0.0299,5000,126.9,99.34,90.83,26.991942,73805.0,758.7
75.4,10.27,Ti(OBu)4,0.0131,1000000,90.1,12.82,12.36,0.096042,77116.0,646.4
101.8,9.87,H2SO4,0.0468,50000,159.0,98.35,87.42,1.831524,75710.0,677.8
189.8,9.31,H2SO4,0.036,50000,85.4,97.79,94.44,139.430365,72175.0,942.8
74.5,1.23,p-TSA,0.0828,5000,58.4,40.74,37.82,0.543788,73608.0,575.0
221.7,11.2,H2SO4,0.082,500000,162.3,93.13,89.75,1248.056,79672.0,992.7
154.1,5.53,Amberlyst-15,0.0511,1000000,156.5,95.35,86.94,33.890386,75716.0,851.5
151.3,10.31,H2SO4,0.0646,500000,37.9,95.23,87.03,44.567306,77000.0,900.8
172.6,8.79,p-TSA,0.0644,1000000,14.4,97.56,93.19,155.250341,74576.0,946.0
216.7,5.8,Amberlyst-15,0.0844,1000000,25.3,96.44,92.44,809.444103,73920.0,1004.7
126.1,2.88,Amberlyst-15,0.0483,500000,58.7,94.41,85.25,6.264145,75055.0,747.2
188.8,2.32,Ti(OBu)4,0.0348,2000,175.3,99.5,97.24,112.956613,74468.0,818.4
167.5,12.64,H2SO4,0.0339,50000,104.9,97.25,86.4,51.22656,72013.0,798.1
110.7,13.86,p-TSA,0.0583,5000,73.5,99.04,87.83,5.754918,72993.0,657.1
226.9,10.1,Ti(OBu)4,0.0504,500000,161.1,93.97,88.29,815.799935,76416.0,1125.8
211.5,2.45,Ti(OBu)4,0.0496,500000,87.0,96.04,91.46,417.984523,74239.0,965.8
185.1,6.63,H2SO4,0.0182,5000,63.6,98.16,95.81,56.834044,75051.0,842.1
221.6,11.21,H2SO4,0.0747,50000,170.0,97.42,89.68,1068.957467,75470.0,1028.3
224.8,11.92,p-TSA,0.0292,5000,154.4,97.41,85.97,510.395196,75626.0,969.4
194.6,2.66,Ti(OBu)4,0.0277,1000000,153.4,94.17,88.55,120.21729,77293.0,982.0
219.0,1.0,p-TSA,0.0471,2000,97.1,99.5,90.44,645.904259,72803.0,908.2
192.5,10.97,Ti(OBu)4,0.0305,1000000,144.2,93.47,86.3,130.220157,76141.0,946.6
189.2,5.99,Ti(OBu)4,0.0625,2000,40.5,97.63,90.68,206.596521,76510.0,830.1
177.5,4.56,Ti(OBu)4,0.0434,5000,107.4,98.42,87.25,95.000584,76972.0,836.1
203.0,1.18,H2SO4,0.0504,1000000,177.3,93.89,87.19,280.288505,72174.0,1040.7
90.1,8.56,Ti(OBu)4,0.0583,50000,59.5,61.98,57.19,1.132119,75510.0,641.7
227.4,12.92,Ti(OBu)4,0.0283,1000000,145.0,95.21,90.57,480.922051,78432.0,1062.7
225.7,14.41,Ti(OBu)4,0.024,500000,93.4,93.24,88.07,388.37125,74802.0,1020.6
65.6,8.92,Amberlyst-15,0.0892,2000,16.8,4.98,4.47,0.2454,75967.0,535.7
216.9,8.2,H2SO4,0.049,2000,139.7,99.5,89.61,548.079101,76561.0,930.8
84.5,2.19,Amberlyst-15,0.0471,50000,38.7,25.75,23.3,0.447463,72949.0,665.1
123.7,8.68,H2SO4,0.0132,2000,117.4,96.27,86.44,2.114164,78668.0,639.1
201.3,6.32,p-TSA,0.0548,2000,24.6,99.5,94.1,344.396177,75999.0,872.6
90.5,9.5,Amberlyst-15,0.0599,50000,171.0,92.6,90.7,1.107703,76039.0,641.0
215.4,6.44,p-TSA,0.0603,1000000,59.6,96.54,91.25,751.057162,71676.0,1068.9
218.1,4.36,Ti(OBu)4,0.0736,5000,48.5,98.31,92.48,753.632732,76589.0,925.4
156.4,2.33,p-TSA,0.026,1000000,32.0,96.51,88.89,22.499133,76013.0,845.5
61.2,5.41,p-TSA,0.0327,500000,170.8,16.38,14.93,0.083919,78248.0,631.4
114.5,2.35,p-TSA,0.083,500000,131.0,93.92,91.2,8.072638,74377.0,785.0
177.2,3.48,p-TSA,0.0952,2000,136.1,99.34,97.05,250.5187,73025.0,815.4
246.4,14.82,H2SO4,0.0222,500000,94.9,95.99,89.24,802.449073,73636.0,1085.7
180.0,7.22,Amberlyst-15,0.0548,5000,90.7,97.13,88.3,122.557797,73990.0,817.5
109.4,8.45,H2SO4,0.0293,2000,28.7,60.68,58.07,2.00145,72762.0,608.8
180.5,13.23,H2SO4,0.0154,500000,105.2,94.56,84.47,46.529068,77580.0,924.3
162.6,14.94,H2SO4,0.0393,500,52.0,99.5,95.18,55.05912,77655.0,715.8
208.2,9.16,p-TSA,0.0229,500,176.1,99.5,95.71,218.150844,74608.0,884.5
80.3,12.37,H2SO4,0.0739,500,145.4,85.54,76.34,0.756317,74214.0,508.7
204.6,5.58,Amberlyst-15,0.058,500,80.2,98.5,96.31,335.0462,71369.0,850.1
162.8,5.28,H2SO4,0.0229,1000000,35.7,93.46,91.46,26.140482,76392.0,908.7
243.0,6.64,Ti(OBu)4,0.0108,500,143.5,99.38,96.77,309.521441,78307.0,970.7
125.0,10.42,p-TSA,0.0827,2000,30.7,99.04,92.06,15.209533,73726.0,710.1
180.2,10.55,Ti(OBu)4,0.0259,50000,42.2,96.01,86.85,71.63325,74766.0,906.3
237.1,5.41,Amberlyst-15,0.0646,1000000,46.0,96.61,90.64,1202.970645,75869.0,1103.3
79.5,2.86,Amberlyst-15,0.0403,50000,104.7,38.13,35.16,0.276877,78449.0,602.2
238.1,9.85,Amberlyst-15,0.0627,2000,143.8,99.5,89.61,1470.650243,75400.0,928.2
190.7,2.8,Amberlyst-15,0.0384,2000,63.4,97.2,89.65,125.42519,75391.0,816.4
72.9,9.1,H2SO4,0.0178,5000,24.4,5.69,5.39,0.102157,75359.0,589.7
117.2,10.71,p-TSA,0.0301,1000000,89.0,90.51,80.29,3.628297,72150.0,795.2
194.6,10.81,Amberlyst-15,0.0269,50000,137.2,98.25,89.74,110.848268,72106.0,947.4
72.8,11.55,Ti(OBu)4,0.0485,500,47.7,20.63,18.19,0.281311,73384.0,547.0
170.6,13.22,Amberlyst-15,0.0692,2000,47.4,98.45,94.01,107.213106,77026.0,769.8
125.7,8.0,p-TSA,0.0337,500,171.0,99.5,93.93,6.611447,74329.0,650.2
178.0,11.22,Ti(OBu)4,0.0111,50000,172.2,96.91,85.88,27.957875,73941.0,879.5
68.7,9.67,Ti(OBu)4,0.0567,1000000,178.4,46.1,45.01,0.210857,73906.0,661.9
225.6,3.61,Ti(OBu)4,0.0645,500000,147.3,96.01,84.71,929.546543,74725.0,1032.9
245.0,1.36,H2SO4,0.0967,500000,42.0,99.5,93.43,2730.65381,78404.0,1132.9
244.1,4.98,Amberlyst-15,0.0631,2000,46.0,99.5,95.28,1570.223659,74698.0,976.8
202.4,7.2,H2SO4,0.0524,5000,67.8,99.5,95.4,337.806954,73427.0,891.4
84.7,9.64,Ti(OBu)4,0.0616,500,64.1,55.52,49.05,0.764965,75050.0,522.7
204.1,12.9,H2SO4,0.0935,2000,172.6,99.31,96.4,687.012273,78510.0,895.5
64.7,3.75,H2SO4,0.0846,5000,144.1,40.58,39.43,0.235402,73994.0,516.5
64.2,2.76,H2SO4,0.0391,500,133.1,21.21,19.85,0.097101,72638.0,509.1
121.5,14.49,Amberlyst-15,0.0314,50000,41.6,91.41,84.85,4.258681,73998.0,753.1
152.8,2.51,Ti(OBu)4,0.0336,500000,164.6,93.81,82.98,21.095573,75258.0,854.7
206.4,7.7,Ti(OBu)4,0.0554,5000,150.7,98.62,92.33,388.864719,76376.0,910.4
189.8,9.2,Amberlyst-15,0.077,500,37.8,98.73,90.92,264.103123,77014.0,815.1
144.7,8.58,H2SO4,0.0553,2000,158.1,99.32,95.08,26.726326,72909.0,725.7
112.0,2.2,H2SO4,0.0161,500,56.3,64.09,58.98,1.187719,73098.0,615.3
249.5,1.8,p-TSA,0.0751,2000,23.7,99.14,94.02,2799.924043,74353.0,990.5
141.0,2.48,p-TSA,0.0825,500000,121.7,96.63,86.01,34.04164,76369.0,841.3
145.8,9.2,p-TSA,0.0361,500000,121.1,95.42,85.24,23.360077,72480.0,851.2
91.1,8.62,Amberlyst-15,0.0698,500,26.1,40.63,36.32,1.25056,73785.0,529.6
211.0,4.27,Ti(OBu)4,0.0484,500,64.2,99.5,88.01,437.558106,73815.0,857.9
191.8,9.93,p-TSA,0.09,2000,178.8,99.5,92.95,494.380058,76883.0,852.5
101.9,12.48,Ti(OBu)4,0.0861,2000,125.3,97.39,93.44,3.507717,76057.0,622.8
75.7,1.58,Ti(OBu)4,0.0573,5000,134.1,51.69,48.64,0.345406,76807.0,602.7
189.3,7.97,Ti(OBu)4,0.0722,5000,46.2,99.5,93.28,288.973153,77677.0,876.8
184.4,10.65,Amberlyst-15,0.0895,5000,23.4,99.36,94.2,271.613667,74389.0,819.7
111.9,4.53,Amberlyst-15,0.0546,500,57.1,96.11,87.84,3.558274,72625.0,609.7
240.7,5.31,Amberlyst-15,0.0382,1000000,52.3,96.01,87.96,893.140475,72638.0,1092.3
88.7,9.59,Amberlyst-15,0.0778,1000000,49.9,59.92,54.61,1.156677,71324.0,721.6
142.1,13.57,p-TSA,0.0298,1000000,42.8,96.18,91.49,15.383449,74082.0,855.3
239.3,12.34,H2SO4,0.045,1000000,107.7,92.01,82.46,1246.423016,74232.0,1116.6
139.7,9.16,H2SO4,0.0879,5000,65.8,96.17,84.75,30.975356,76575.0,739.6
181.3,11.22,H2SO4,0.0752,500,149.5,99.5,93.49,235.458183,75034.0,825.2
135.5,6.11,p-TSA,0.0463,1000000,41.3,92.79,90.4,15.293795,74019.0,846.1
112.1,9.97,H2SO4,0.0293,500000,89.0,93.31,87.8,2.535772,74768.0,740.3
247.0,7.53,p-TSA,0.042,50000,12.3,96.47,92.45,1531.251426,72922.0,1038.3
137.8,3.66,p-TSA,0.0356,500000,91.9,94.01,89.05,13.531745,77051.0,847.5
229.9,10.82,p-TSA,0.0258,500,19.5,99.5,92.51,574.184618,73428.0,861.2
103.7,8.79,H2SO4,0.0769,500,176.2,99.5,94.71,3.397673,72720.0,553.8
100.5,6.02,Ti(OBu)4,0.0327,50000,144.4,93.89,90.36,1.230556,76636.0,686.5
65.9,13.76,H2SO4,0.0509,2000,93.3,23.37,21.09,0.190966,76148.0,558.4
183.8,1.29,H2SO4,0.0447,2000,24.7,99.5,90.9,123.844826,71553.0,863.8
130.0,5.42,Amberlyst-15,0.0984,2000,110.7,99.5,89.79,17.80152,76710.0,683.6
224.2,1.8,p-TSA,0.0452,5000,139.0,97.51,90.22,730.812106,73517.0,977.3
149.9,11.73,Ti(OBu)4,0.0172,2000,42.4,99.5,96.37,11.180715,74252.0,742.0
244.0,10.83,Amberlyst-15,0.0181,5000,106.6,99.35,90.86,476.478084,75374.0,948.9
95.2,5.64,Ti(OBu)4,0.0632,5000,148.4,96.42,88.46,1.517438,76173.0,622.8
225.0,10.46,Ti(OBu)4,0.0639,2000,140.6,99.5,96.12,1103.195595,75891.0,909.1
207.6,6.54,p-TSA,0.0477,2000,146.5,98.2,91.48,497.700758,74900.0,911.5
206.5,11.59,H2SO4,0.0489,50000,159.5,95.76,89.4,440.418361,74151.0,950.4
220.5,7.36,p-TSA,0.0149,1000000,169.4,96.19,92.92,232.435241,75824.0,1012.9
204.6,6.77,p-TSA,0.0565,50000,78.9,96.66,89.81,457.024942,74763.0,901.4
179.0,14.09,Amberlyst-15,0.0554,5000,106.7,98.38,93.28,125.373656,78611.0,831.8
84.9,4.51,p-TSA,0.0235,50000,144.4,54.33,48.27,0.324772,76173.0,574.7
66.2,2.69,H2SO4,0.0193,5000,128.5,11.91,10.7,0.056443,73153.0,534.9
235.0,9.18,Ti(OBu)4,0.0211,500,179.2,97.86,90.07,512.445091,74045.0,929.3
177.2,14.57,p-TSA,0.0191,5000,12.3,99.5,92.48,61.68106,75096.0,796.1
211.3,6.29,Ti(OBu)4,0.0649,5000,70.4,98.68,96.37,590.038457,77599.0,943.1
151.5,1.87,p-TSA,0.0277,50000,57.8,96.7,94.48,18.682402,77822.0,849.4
82.3,5.75,Ti(OBu)4,0.0326,1000000,54.6,25.19,24.31,0.343007,74208.0,675.2
83.8,8.08,p-TSA,0.0256,500,47.8,25.4,23.16,0.357371,73133.0,535.5
190.3,3.27,Amberlyst-15,0.0962,500000,130.6,96.65,94.37,273.173549,72877.0,990.4
141.8,10.21,Ti(OBu)4,0.0869,500000,24.4,96.31,91.39,36.417313,75505.0,839.3
98.1,14.97,p-TSA,0.0307,1000000,136.1,90.98,83.64,1.232192,79608.0,703.4
153.4,7.32,p-TSA,0.0395,500000,127.9,97.53,92.67,32.650831,76078.0,864.2
72.2,5.97,Amberlyst-15,0.0289,500,52.6,11.67,10.28,0.122854,71812.0,489.9
170.6,6.61,Amberlyst-15,0.0543,2000,53.0,98.86,88.44,75.46033,73548.0,824.7
111.1,2.61,Amberlyst-15,0.0118,500,116.9,71.25,68.61,0.669581,73752.0,630.9
211.5,13.37,Ti(OBu)4,0.0704,50000,139.6,99.5,93.98,697.412633,73356.0,954.4
119.0,6.81,Ti(OBu)4,0.0571,5000,159.0,98.14,89.94,5.697684,74224.0,686.6
146.5,6.42,Amberlyst-15,0.0909,5000,154.9,97.79,90.95,43.277056,75739.0,711.9
62.2,10.24,H2SO4,0.0248,50000,174.0,13.38,12.99,0.059033,76364.0,567.9
73.8,7.19,H2SO4,0.0824,50000,108.8,56.88,53.65,0.456912,77184.0,666.0
134.6,10.08,p-TSA,0.0813,5000,164.5,98.72,90.81,27.188595,76048.0,723.0
151.2,1.86,H2SO4,0.0214,1000000,147.4,92.78,82.76,12.95015,71092.0,905.9
174.0,12.39,p-TSA,0.0459,2000,162.1,99.5,90.48,122.311506,72885.0,807.0
115.4,14.17,Ti(OBu)4,0.0253,2000,12.0,38.81,37.95,2.586258,74684.0,693.0
192.0,10.08,Ti(OBu)4,0.0329,2000,174.2,99.5,91.91,146.376122,75295.0,785.2
223.4,14.36,H2SO4,0.0337,50000,90.5,96.15,89.14,566.985959,76723.0,987.9
208.2,3.12,Ti(OBu)4,0.0601,5000,145.7,97.85,90.98,444.691679,75086.0,954.7
67.5,7.68,Amberlyst-15,0.047,1000000,31.6,5.72,5.54,0.148142,75101.0,697.5
151.3,9.43,Amberlyst-15,0.0953,5000,77.3,99.5,93.57,51.182518,75476.0,803.0
79.9,9.14,H2SO4,0.0214,5000,56.1,16.47,15.64,0.200294,74490.0,584.6
106.0,6.62,H2SO4,0.0976,1000000,59.6,93.38,85.81,5.430791,75174.0,748.9
247.5,5.73,p-TSA,0.0308,500,31.0,99.5,87.85,1408.404269,77252.0,922.8
87.1,2.78,Ti(OBu)4,0.0796,1000000,147.0,85.93,83.61,0.997847,74832.0,684.8
154.8,6.48,p-TSA,0.0405,500,11.6,99.5,97.0,37.616093,74940.0,746.1
177.4,3.28,p-TSA,0.0229,500000,63.1,98.17,95.71,55.028958,74933.0,944.0
193.5,11.28,Amberlyst-15,0.0872,500,39.6,99.5,96.95,402.391626,77596.0,816.6
166.3,3.92,Amberlyst-15,0.0378,2000,110.1,99.5,95.67,39.339505,72784.0,796.1
61.9,1.82,Amberlyst-15,0.0693,2000,53.2,11.58,10.98,0.127205,78552.0,524.0
122.0,8.73,Amberlyst-15,0.061,1000000,54.0,97.49,94.03,6.901832,72647.0,833.9
158.4,9.33,p-TSA,0.0525,2000,93.0,99.5,93.54,58.726605,73692.0,789.5
