temperature_C,pressure_atm,catalyst_ratio_mol_pct,mixing_speed_rpm,residence_time_min,efficiency_pct,yield_pct,cost_per_batch_INR
199.5,8.95,4.468,517,86.1,91.01,85.36,1950
190.8,9.29,0.678,564,88.1,68.79,70.1,1522
213.3,4.08,3.992,505,179.7,99.0,93.39,1718
223.7,6.58,0.825,104,102.5,80.68,77.69,1277
215.6,8.96,4.135,209,128.5,84.81,79.12,1707
83.2,11.65,3.258,441,132.6,66.07,60.6,1558
197.2,5.48,1.879,586,10.0,98.49,96.27,1507
219.8,4.8,3.262,183,103.9,99.0,95.58,1501
95.3,11.23,2.78,544,173.7,61.47,55.82,1496
100.6,8.19,3.361,456,137.6,79.15,79.62,1520
209.3,12.99,2.639,591,67.9,49.17,47.24,1808
125.3,3.95,3.978,101,72.0,93.43,87.85,1323
135.9,11.79,0.704,267,61.6,44.68,44.39,1346
131.7,3.27,2.049,313,117.1,85.81,78.38,1294
100.4,9.19,3.017,420,26.5,76.23,72.94,1504
238.4,4.97,3.147,410,59.3,99.0,95.62,1632
213.1,2.42,1.263,548,94.7,90.7,90.07,1368
107.6,9.63,0.835,511,101.0,65.33,61.7,1379
80.2,8.1,0.594,80,113.3,55.97,56.11,998
130.8,7.8,2.359,318,145.5,77.97,76.7,1353
138.9,9.3,1.987,274,37.8,74.29,73.73,1400
61.3,6.21,3.055,598,48.3,78.85,80.13,1321
228.6,10.38,2.523,285,158.3,63.73,63.82,1667
221.7,2.83,2.273,425,151.3,91.42,86.08,1429
221.5,11.01,4.295,206,149.7,66.89,65.39,1790
213.1,9.12,3.297,388,45.5,80.61,80.95,1823
199.3,7.81,3.407,164,19.9,84.46,81.34,1531
180.6,2.79,2.218,382,99.0,92.82,91.14,1397
242.5,4.9,3.996,528,157.9,99.0,91.15,1848
195.2,5.13,1.184,61,50.4,87.94,87.76,1236
179.7,4.27,2.309,328,163.7,93.78,92.92,1401
209.9,14.36,0.712,590,34.1,30.64,30.84,1662
106.8,13.82,1.019,138,60.7,46.94,46.25,1266
243.8,8.65,0.867,151,60.7,73.35,73.73,1351
63.6,3.88,2.486,309,35.7,70.91,65.2,1129
183.2,13.76,3.638,529,158.4,41.82,41.72,1890
74.6,11.49,1.907,360,80.1,70.16,71.17,1319
222.1,1.54,0.62,330,42.4,75.42,75.26,1245
243.9,7.87,3.682,98,35.0,86.54,84.28,1616
137.6,9.47,1.433,579,81.6,68.44,69.2,1474
222.9,1.93,3.752,241,12.9,87.46,79.7,1421
123.8,1.7,0.533,188,30.6,69.23,62.45,950
90.3,7.49,1.906,276,10.6,64.42,65.44,1229
112.6,1.03,3.296,278,14.1,77.33,75.93,1194
117.3,1.66,4.42,302,179.6,85.02,77.68,1397
179.8,3.31,3.894,429,86.3,99.0,93.14,1569
211.3,13.74,2.523,527,133.9,39.52,39.11,1880
99.0,11.73,3.733,82,135.3,59.2,58.61,1496
76.8,7.31,2.919,320,159.7,80.41,74.01,1360
102.1,7.71,4.16,278,27.6,85.15,81.44,1574
116.3,10.6,3.974,56,99.4,74.42,74.19,1483
113.2,7.64,4.891,499,64.7,96.87,98.42,1647
101.8,1.89,0.972,107,103.2,66.77,65.08,890
148.5,11.34,2.033,113,66.5,54.51,53.23,1377
222.6,1.81,1.366,77,41.2,77.56,74.17,1128
79.1,7.81,3.338,160,124.4,78.98,76.19,1181
223.8,13.06,3.488,147,16.5,47.42,43.24,1773
154.4,2.64,1.417,241,162.2,83.54,78.69,1152
185.5,10.89,2.397,413,34.9,63.77,61.27,1739
214.9,1.65,3.21,80,114.6,84.56,78.89,1433
117.8,14.9,3.465,523,138.2,55.02,51.89,1825
241.3,10.55,0.962,230,22.4,55.73,56.65,1538
75.9,14.57,4.645,384,163.6,70.85,63.81,1704
160.3,10.36,0.653,57,70.6,51.08,47.83,1234
108.4,4.39,4.878,251,179.4,93.4,90.6,1456
137.5,13.97,1.923,51,21.7,37.18,34.7,1419
145.3,9.77,1.924,141,131.9,69.3,68.0,1308
233.8,9.06,2.507,296,37.3,74.34,69.57,1659
143.9,7.01,3.627,344,78.5,88.8,86.72,1464
192.6,4.98,1.218,134,85.3,94.63,94.81,1375
240.8,8.42,1.647,460,79.0,79.53,77.86,1701
154.0,6.12,4.827,154,67.4,99.0,89.69,1618
137.6,12.96,4.446,114,140.4,54.45,54.2,1602
244.9,1.4,1.456,233,149.4,67.45,62.43,1213
217.3,8.42,3.079,353,67.1,84.29,82.28,1685
238.6,12.71,1.416,594,92.0,47.46,46.39,1782
135.5,1.39,2.975,280,81.7,80.64,80.35,1343
192.3,4.95,2.146,284,110.9,96.36,92.57,1421
107.4,1.72,2.131,83,35.5,65.19,61.61,1019
224.5,9.33,3.358,471,147.0,85.1,81.88,1874
237.3,5.43,1.633,150,145.5,88.66,85.6,1385
110.9,14.44,2.319,460,110.4,60.85,60.76,1628
79.9,9.63,4.664,551,136.8,83.04,76.78,1743
98.1,8.87,3.899,473,178.0,83.1,83.23,1555
180.2,13.84,2.225,403,166.8,36.68,34.62,1751
111.7,4.13,1.536,382,113.9,76.53,75.71,1220
181.3,8.87,3.466,299,96.9,84.05,79.03,1579
126.5,8.6,4.135,129,100.9,85.59,84.31,1587
234.2,2.15,4.373,478,89.3,99.0,98.59,1687
146.0,14.05,3.039,313,91.6,50.06,48.4,1592
154.5,10.8,2.826,394,134.4,71.42,69.58,1574
126.1,13.43,3.738,256,178.7,54.71,53.89,1605
73.9,14.76,1.291,160,17.7,53.52,52.59,1309
153.8,7.72,4.335,494,49.1,95.89,94.67,1800
207.1,12.25,0.833,238,45.7,37.77,37.85,1497
241.1,9.09,3.214,527,151.6,81.47,75.48,1919
74.5,14.68,3.154,581,81.4,73.22,67.79,1749
211.5,4.46,1.898,506,99.3,99.0,99.0,1367
110.7,1.19,0.66,120,89.8,62.73,62.86,928
216.3,3.6,3.73,520,155.1,99.0,96.13,1645
125.0,2.79,0.609,336,95.0,73.93,66.61,1088
81.7,7.12,1.308,183,123.5,70.23,70.41,1096
176.3,2.08,2.949,101,13.3,79.61,78.83,1400
